doctor_id,doctor_name,area,disease,specialization,experience_years,rating,consultation_fee
4840,Dr. Rohit Sharma,Kalyan,Diabetes,Endocrinologist,34,4.5,1180
4841,Dr. Neha Gupta,Kalyan,Migraine,Neurologist,18,4.9,584
4842,Dr. Rahul Sharma,Kalyan,Migraine,Neurologist,9,4.5,831
4843,Dr. Rohit Joshi,Kalyan,Migraine,Neurologist,12,4.4,928
4844,Dr. Vikas Patil,Kalyan,Migraine,Neurologist,31,4.0,818
4845,Dr. Anil Joshi,Kalyan,Migraine,Neurologist,5,4.5,1434
4846,Dr. Rohit Joshi,Kalyan,Migraine,Neurologist,30,4.8,1129
4847,Dr. Vikas Kulkarni,Kalyan,Migraine,Neurologist,23,3.8,993
4848,Dr. Pooja Gupta,Kalyan,Migraine,Neurologist,10,3.8,207
4849,Dr. Rohit Kulkarni,Kalyan,Migraine,Neurologist,10,3.6,1106
4850,Dr. Rahul Sharma,Kalyan,Migraine,Neurologist,18,4.4,513
4851,Dr. Neha Deshmukh,Kalyan,Food Poisoning,Gastroenterologist,29,3.8,606
4852,Dr. Rahul Patil,Kalyan,Food Poisoning,Gastroenterologist,4,3.6,1081
4853,Dr. Kiran Deshmukh,Kalyan,Food Poisoning,Gastroenterologist,12,4.9,602
4854,Dr. Sneha Patil,Kalyan,Food Poisoning,Gastroenterologist,8,4.4,1085
4855,Dr. Rahul Joshi,Kalyan,Food Poisoning,Gastroenterologist,24,4.5,1410
4856,Dr. Kiran Joshi,Kalyan,Food Poisoning,Gastroenterologist,13,4.6,270
4857,Dr. Amit Jadhav,Kalyan,Food Poisoning,Gastroenterologist,5,4.6,671
4858,Dr. Amit Kulkarni,Kalyan,Food Poisoning,Gastroenterologist,17,4.0,315
4859,Dr. Vikas Joshi,Kalyan,Food Poisoning,Gastroenterologist,33,4.7,831
4860,Dr. Pooja Sharma,Kalyan,Food Poisoning,Gastroenterologist,25,4.1,1425
4861,Dr. Rahul Shinde,Kalyan,Jaundice,Hepatologist,19,3.9,672
4862,Dr. Amit Deshmukh,Kalyan,Jaundice,Hepatologist,28,4.3,485
4863,Dr. Rahul Shinde,Kalyan,Jaundice,Hepatologist,19,4.8,750
4864,Dr. Amit Kulkarni,Kalyan,Jaundice,Hepatologist,5,4.9,1031
4865,Dr. Vikas Gupta,Kalyan,Jaundice,Hepatologist,9,4.6,809
4866,Dr. Rohit Patil,Kalyan,Jaundice,Hepatologist,8,3.6,1393
4867,Dr. Anil Kulkarni,Kalyan,Jaundice,Hepatologist,32,4.8,1209
4868,Dr. Sneha Joshi,Kalyan,Jaundice,Hepatologist,22,3.7,874
4869,Dr. Rohit Sharma,Kalyan,Jaundice,Hepatologist,33,4.7,529
4870,Dr. Rohit Joshi,Kalyan,Jaundice,Hepatologist,21,4.3,353
4871,Dr. Vikas Patil,Kalyan,Chickenpox,Dermatologist,8,3.7,306
4872,Dr. Rahul Shinde,Kalyan,Chickenpox,Dermatologist,21,4.6,582
4873,Dr. Amit Patil,Kalyan,Chickenpox,Dermatologist,18,3.5,308
4874,Dr. Rohit Kulkarni,Kalyan,Chickenpox,Dermatologist,15,4.6,798
4875,Dr. Rohit Joshi,Kalyan,Chickenpox,Dermatologist,27,4.5,242
4876,Dr. Neha Sharma,Kalyan,Chickenpox,Dermatologist,2,4.3,1380
4877,Dr. Neha Patil,Kalyan,Chickenpox,Dermatologist,9,3.6,707
4878,Dr. Rahul Patil,Kalyan,Chickenpox,Dermatologist,7,4.0,1248
4879,Dr. Pooja Patil,Kalyan,Chickenpox,Dermatologist,35,4.5,1338
4880,Dr. Amit Deshmukh,Kalyan,Chickenpox,Dermatologist,9,4.8,720
4881,Dr. Rahul Deshmukh,Kalyan,Measles,Pediatrician,6,4.1,1303
4882,Dr. Priya Sharma,Kalyan,Measles,Pediatrician,10,4.2,338
4883,Dr. Vikas Deshmukh,Kalyan,Measles,Pediatrician,14,4.2,1344
4884,Dr. Rahul Joshi,Kalyan,Measles,Pediatrician,27,4.5,1235
4885,Dr. Anil Sharma,Kalyan,Measles,Pediatrician,19,4.1,601
4886,Dr. Priya Gupta,Kalyan,Measles,Pediatrician,6,3.9,617
4887,Dr. Amit Kulkarni,Kalyan,Measles,Pediatrician,14,4.1,505
4888,Dr. Kiran Jadhav,Kalyan,Measles,Pediatrician,14,3.6,379
4889,Dr. Priya Deshmukh,Kalyan,Measles,Pediatrician,5,3.6,1384
4890,Dr. Sneha Gupta,Kalyan,Measles,Pediatrician,24,4.3,1064
4891,Dr. Kiran Sharma,Kalyan,Arthritis,Orthopedic,22,4.3,528
4892,Dr. Priya Shinde,Kalyan,Arthritis,Orthopedic,32,4.3,1074
4893,Dr. Priya Sharma,Kalyan,Arthritis,Orthopedic,26,4.2,966
4894,Dr. Rohit Jadhav,Kalyan,Arthritis,Orthopedic,8,4.4,992
4895,Dr. Sneha Joshi,Kalyan,Arthritis,Orthopedic,22,3.9,969
4896,Dr. Amit Kulkarni,Kalyan,Arthritis,Orthopedic,6,3.6,555
4897,Dr. Anil Kulkarni,Kalyan,Arthritis,Orthopedic,16,4.7,599
4898,Dr. Rahul Joshi,Kalyan,Arthritis,Orthopedic,29,3.9,1329
4899,Dr. Kiran Joshi,Kalyan,Arthritis,Orthopedic,31,5.0,312
4900,Dr. Neha Joshi,Kalyan,Arthritis,Orthopedic,20,3.8,1023
4901,Dr. Sneha Gupta,Dombivli,Flu,General Physician,3,4.5,302
4902,Dr. Rahul Patil,Dombivli,Flu,General Physician,17,3.8,633
4903,Dr. Priya Sharma,Dombivli,Flu,General Physician,11,4.5,348
4904,Dr. Neha Patil,Dombivli,Flu,General Physician,5,4.9,592
4905,Dr. Priya Shinde,Dombivli,Flu,General Physician,23,3.6,426
4906,Dr. Priya Shinde,Dombivli,Flu,General Physician,12,3.7,746
4907,Dr. Kiran Gupta,Dombivli,Flu,General Physician,16,3.6,237
4908,Dr. Sneha Joshi,Dombivli,Flu,General Physician,15,4.2,1139
4909,Dr. Vikas Deshmukh,Dombivli,Flu,General Physician,25,4.5,299
4910,Dr. Rahul Deshmukh,Dombivli,Flu,General Physician,23,4.1,1454
4911,Dr. Anil Shinde,Dombivli,Cold,General Physician,26,3.7,1026
4912,Dr. Rahul Gupta,Dombivli,Cold,General Physician,26,3.8,599
4913,Dr. Pooja Joshi,Dombivli,Cold,General Physician,18,4.8,1401
4914,Dr. Pooja Jadhav,Dombivli,Cold,General Physician,14,3.7,1316
4915,Dr. Anil Sharma,Dombivli,Cold,General Physician,12,4.4,1459
4916,Dr. Rahul Jadhav,Dombivli,Cold,General Physician,25,5.0,990
4917,Dr. Neha Sharma,Dombivli,Cold,General Physician,31,3.9,975
4918,Dr. Sneha Joshi,Dombivli,Cold,General Physician,27,3.5,840
4919,Dr. Anil Kulkarni,Dombivli,Cold,General Physician,31,4.9,1018
4920,Dr. Neha Patil,Dombivli,Cold,General Physician,10,5.0,941
4921,Dr. Anil Gupta,Dombivli,COVID-19,Pulmonologist,20,4.2,864
4922,Dr. Priya Shinde,Dombivli,COVID-19,Pulmonologist,22,4.6,361
4923,Dr. Priya Kulkarni,Dombivli,COVID-19,Pulmonologist,15,4.4,648
4924,Dr. Anil Jadhav,Dombivli,COVID-19,Pulmonologist,27,3.8,1245
4925,Dr. Rohit Kulkarni,Dombivli,COVID-19,Pulmonologist,24,3.8,875
4926,Dr. Vikas Joshi,Dombivli,COVID-19,Pulmonologist,6,3.5,1303
4927,Dr. Neha Patil,Dombivli,COVID-19,Pulmonologist,26,4.9,364
4928,Dr. Rahul Gupta,Dombivli,COVID-19,Pulmonologist,17,3.8,1124
4929,Dr. Vikas Kulkarni,Dombivli,COVID-19,Pulmonologist,32,5.0,1025
4930,Dr. Amit Gupta,Dombivli,COVID-19,Pulmonologist,9,4.4,1262
4931,Dr. Sneha Kulkarni,Dombivli,Malaria,Infectious Disease,27,4.8,1398
4932,Dr. Sneha Sharma,Dombivli,Malaria,Infectious Disease,26,3.7,1271
4933,Dr. Sneha Patil,Dombivli,Malaria,Infectious Disease,6,4.7,1459
4934,Dr. Anil Joshi,Dombivli,Malaria,Infectious Disease,28,4.9,1338
4935,Dr. Priya Patil,Dombivli,Malaria,Infectious Disease,2,5.0,438
4936,Dr. Vikas Gupta,Dombivli,Malaria,Infectious Disease,21,4.3,1039
4937,Dr. Rahul Patil,Dombivli,Malaria,Infectious Disease,24,4.8,519
4938,Dr. Pooja Kulkarni,Dombivli,Malaria,Infectious Disease,12,3.9,345
4939,Dr. Rahul Joshi,Dombivli,Malaria,Infectious Disease,15,4.6,1137
4940,Dr. Rohit Sharma,Dombivli,Malaria,Infectious Disease,1,3.8,420
4941,Dr. Vikas Joshi,Dombivli,Dengue,Infectious Disease,27,4.9,1331
4942,Dr. Neha Sharma,Dombivli,Dengue,Infectious Disease,7,3.6,681
4943,Dr. Sneha Gupta,Dombivli,Dengue,Infectious Disease,31,4.1,306
4944,Dr. Neha Jadhav,Dombivli,Dengue,Infectious Disease,11,4.2,1171
4945,Dr. Neha Patil,Dombivli,Dengue,Infectious Disease,14,4.5,1349
4946,Dr. Rohit Deshmukh,Dombivli,Dengue,Infectious Disease,10,4.7,404
4947,Dr. Anil Joshi,Dombivli,Dengue,Infectious Disease,12,4.5,703
4948,Dr. Priya Jadhav,Dombivli,Dengue,Infectious Disease,25,3.8,1220
4949,Dr. Anil Joshi,Dombivli,Dengue,Infectious Disease,30,4.5,1427
4950,Dr. Anil Deshmukh,Dombivli,Dengue,Infectious Disease,15,4.5,1479
4951,Dr. Neha Shinde,Dombivli,Typhoid,General Physician,1,3.5,204
4952,Dr. Priya Patil,Dombivli,Typhoid,General Physician,24,4.0,957
4953,Dr. Amit Shinde,Dombivli,Typhoid,General Physician,30,4.6,1237
4954,Dr. Rahul Shinde,Dombivli,Typhoid,General Physician,22,4.8,591
4955,Dr. Rohit Shinde,Dombivli,Typhoid,General Physician,29,4.9,663
4956,Dr. Anil Jadhav,Dombivli,Typhoid,General Physician,34,3.9,586
4957,Dr. Sneha Deshmukh,Dombivli,Typhoid,General Physician,26,3.9,1175
4958,Dr. Kiran Deshmukh,Dombivli,Typhoid,General Physician,15,3.9,846
4959,Dr. Rohit Joshi,Dombivli,Typhoid,General Physician,7,4.4,1360
4960,Dr. Pooja Gupta,Dombivli,Typhoid,General Physician,34,3.8,1217
4961,Dr. Kiran Kulkarni,Dombivli,Asthma,Pulmonologist,5,4.0,1314
4962,Dr. Rohit Kulkarni,Dombivli,Asthma,Pulmonologist,9,4.1,434
4963,Dr. Rahul Gupta,Dombivli,Asthma,Pulmonologist,17,4.8,1372
4964,Dr. Neha Jadhav,Dombivli,Asthma,Pulmonologist,13,3.8,781
4965,Dr. Amit Deshmukh,Dombivli,Asthma,Pulmonologist,20,4.7,720
4966,Dr. Pooja Sharma,Dombivli,Asthma,Pulmonologist,25,4.9,935
4967,Dr. Sneha Shinde,Dombivli,Asthma,Pulmonologist,6,3.9,1388
4968,Dr. Vikas Kulkarni,Dombivli,Asthma,Pulmonologist,1,4.0,536
4969,Dr. Rohit Jadhav,Dombivli,Asthma,Pulmonologist,30,3.9,1277
4970,Dr. Rahul Kulkarni,Dombivli,Asthma,Pulmonologist,13,4.8,512
4971,Dr. Amit Joshi,Dombivli,Diabetes,Endocrinologist,22,3.6,375
4972,Dr. Pooja Kulkarni,Dombivli,Diabetes,Endocrinologist,32,4.3,978
4973,Dr. Neha Patil,Dombivli,Diabetes,Endocrinologist,10,3.6,791
4974,Dr. Sneha Kulkarni,Dombivli,Diabetes,Endocrinologist,13,3.9,646
4975,Dr. Amit Deshmukh,Dombivli,Diabetes,Endocrinologist,19,4.7,252
4976,Dr. Amit Deshmukh,Dombivli,Diabetes,Endocrinologist,33,3.7,214
4977,Dr. Priya Joshi,Dombivli,Diabetes,Endocrinologist,34,3.9,651
4978,Dr. Priya Gupta,Dombivli,Diabetes,Endocrinologist,4,3.9,1261
4979,Dr. Neha Jadhav,Dombivli,Diabetes,Endocrinologist,7,3.7,894
4980,Dr. Rohit Sharma,Dombivli,Diabetes,Endocrinologist,20,3.9,281
4981,Dr. Kiran Sharma,Dombivli,Migraine,Neurologist,27,4.6,298
4982,Dr. Rahul Jadhav,Dombivli,Migraine,Neurologist,20,3.6,675
4983,Dr. Priya Kulkarni,Dombivli,Migraine,Neurologist,3,5.0,1320
4984,Dr. Priya Gupta,Dombivli,Migraine,Neurologist,9,3.5,779
4985,Dr. Pooja Kulkarni,Dombivli,Migraine,Neurologist,20,3.7,626
4986,Dr. Pooja Kulkarni,Dombivli,Migraine,Neurologist,27,3.8,1221
4987,Dr. Neha Patil,Dombivli,Migraine,Neurologist,25,4.6,612
4988,Dr. Vikas Gupta,Dombivli,Migraine,Neurologist,5,3.5,678
4989,Dr. Pooja Patil,Dombivli,Migraine,Neurologist,26,3.7,700
4990,Dr. Rahul Kulkarni,Dombivli,Migraine,Neurologist,30,4.5,1079
4991,Dr. Rohit Jadhav,Dombivli,Food Poisoning,Gastroenterologist,7,4.3,709
4992,Dr. Priya Sharma,Dombivli,Food Poisoning,Gastroenterologist,34,3.7,397
4993,Dr. Anil Gupta,Dombivli,Food Poisoning,Gastroenterologist,24,3.6,948
4994,Dr. Sneha Joshi,Dombivli,Food Poisoning,Gastroenterologist,6,4.7,767
4995,Dr. Pooja Kulkarni,Dombivli,Food Poisoning,Gastroenterologist,28,3.9,423
4996,Dr. Priya Deshmukh,Dombivli,Food Poisoning,Gastroenterologist,35,4.6,605
4997,Dr. Neha Kulkarni,Dombivli,Food Poisoning,Gastroenterologist,14,4.2,912
4998,Dr. Anil Kulkarni,Dombivli,Food Poisoning,Gastroenterologist,7,3.9,275
4999,Dr. Priya Joshi,Dombivli,Food Poisoning,Gastroenterologist,10,3.9,641
5000,Dr. Priya Joshi,Dombivli,Food Poisoning,Gastroenterologist,14,4.9,634
5001,Dr. Rahul Kulkarni,Dombivli,Jaundice,Hepatologist,1,3.8,531
5002,Dr. Pooja Jadhav,Dombivli,Jaundice,Hepatologist,5,4.9,1120
5003,Dr. Amit Patil,Dombivli,Jaundice,Hepatologist,4,4.0,736
5004,Dr. Neha Patil,Dombivli,Jaundice,Hepatologist,27,4.0,1379
5005,Dr. Vikas Jadhav,Dombivli,Jaundice,Hepatologist,15,3.5,878
5006,Dr. Rahul Deshmukh,Dombivli,Jaundice,Hepatologist,22,3.9,1213
5007,Dr. Pooja Sharma,Dombivli,Jaundice,Hepatologist,9,4.6,1451
5008,Dr. Neha Jadhav,Dombivli,Jaundice,Hepatologist,32,4.2,205
5009,Dr. Rohit Deshmukh,Dombivli,Jaundice,Hepatologist,26,3.6,653
5010,Dr. Neha Deshmukh,Dombivli,Jaundice,Hepatologist,20,4.2,831
5011,Dr. Pooja Joshi,Dombivli,Chickenpox,Dermatologist,30,3.7,1273
5012,Dr. Vikas Gupta,Dombivli,Chickenpox,Dermatologist,17,5.0,230
5013,Dr. Sneha Gupta,Dombivli,Chickenpox,Dermatologist,33,3.8,760
5014,Dr. Sneha Sharma,Dombivli,Chickenpox,Dermatologist,31,4.5,926
5015,Dr. Kiran Sharma,Dombivli,Chickenpox,Dermatologist,6,3.7,1384
5016,Dr. Rahul Joshi,Dombivli,Chickenpox,Dermatologist,22,4.5,467
5017,Dr. Amit Deshmukh,Dombivli,Chickenpox,Dermatologist,31,4.9,1261
5018,Dr. Rahul Sharma,Dombivli,Chickenpox,Dermatologist,31,4.9,1182
5019,Dr. Priya Shinde,Dombivli,Chickenpox,Dermatologist,11,3.5,297
5020,Dr. Pooja Gupta,Dombivli,Chickenpox,Dermatologist,23,4.5,1337
5021,Dr. Vikas Deshmukh,Dombivli,Measles,Pediatrician,22,4.7,726
5022,Dr. Rahul Deshmukh,Dombivli,Measles,Pediatrician,29,4.8,843
5023,Dr. Amit Gupta,Dombivli,Measles,Pediatrician,18,4.9,850
5024,Dr. Kiran Shinde,Dombivli,Measles,Pediatrician,35,3.8,1374
5025,Dr. Amit Sharma,Dombivli,Measles,Pediatrician,21,3.6,916
5026,Dr. Kiran Shinde,Dombivli,Measles,Pediatrician,17,4.7,1314
5027,Dr. Sneha Deshmukh,Dombivli,Measles,Pediatrician,21,4.5,1268
5028,Dr. Amit Joshi,Dombivli,Measles,Pediatrician,23,3.8,458
5029,Dr. Rahul Joshi,Dombivli,Measles,Pediatrician,13,4.9,1098
5030,Dr. Kiran Kulkarni,Dombivli,Measles,Pediatrician,35,4.1,1072
5031,Dr. Vikas Shinde,Dombivli,Arthritis,Orthopedic,16,3.9,567
5032,Dr. Neha Gupta,Dombivli,Arthritis,Orthopedic,15,4.1,395
5033,Dr. Vikas Kulkarni,Dombivli,Arthritis,Orthopedic,4,3.6,467
5034,Dr. Pooja Kulkarni,Dombivli,Arthritis,Orthopedic,32,3.5,1022
5035,Dr. Anil Patil,Dombivli,Arthritis,Orthopedic,19,4.7,506
5036,Dr. Pooja Shinde,Dombivli,Arthritis,Orthopedic,11,4.2,635
5037,Dr. Anil Patil,Dombivli,Arthritis,Orthopedic,16,4.9,799
5038,Dr. Pooja Jadhav,Dombivli,Arthritis,Orthopedic,30,4.7,703
5039,Dr. Priya Deshmukh,Dombivli,Arthritis,Orthopedic,24,4.4,567
5040,Dr. Priya Jadhav,Dombivli,Arthritis,Orthopedic,14,4.0,1013
5041,Dr. Sneha Sharma,Ulhasnagar,Flu,General Physician,4,3.9,1046
5042,Dr. Vikas Jadhav,Ulhasnagar,Flu,General Physician,17,5.0,1395
5043,Dr. Neha Sharma,Ulhasnagar,Flu,General Physician,31,4.4,1048
5044,Dr. Rahul Shinde,Ulhasnagar,Flu,General Physician,25,3.7,1067
5045,Dr. Rohit Jadhav,Ulhasnagar,Flu,General Physician,21,3.9,1173
5046,Dr. Rohit Joshi,Ulhasnagar,Flu,General Physician,33,3.7,769
5047,Dr. Anil Jadhav,Ulhasnagar,Flu,General Physician,25,3.9,868
5048,Dr. Rahul Jadhav,Ulhasnagar,Flu,General Physician,22,3.9,1264
5049,Dr. Amit Joshi,Ulhasnagar,Flu,General Physician,26,4.3,407
5050,Dr. Rohit Deshmukh,Ulhasnagar,Flu,General Physician,20,4.5,1422
5051,Dr. Amit Gupta,Ulhasnagar,Cold,General Physician,16,4.3,617
5052,Dr. Rohit Jadhav,Ulhasnagar,Cold,General Physician,9,4.1,980
5053,Dr. Pooja Shinde,Ulhasnagar,Cold,General Physician,27,4.1,408
5054,Dr. Priya Jadhav,Ulhasnagar,Cold,General Physician,12,4.5,347
5055,Dr. Vikas Jadhav,Ulhasnagar,Cold,General Physician,35,4.1,213
5056,Dr. Vikas Deshmukh,Ulhasnagar,Cold,General Physician,19,3.6,621
5057,Dr. Neha Patil,Ulhasnagar,Cold,General Physician,13,3.8,795
5058,Dr. Amit Patil,Ulhasnagar,Cold,General Physician,24,4.3,1129
5059,Dr. Pooja Patil,Ulhasnagar,Cold,General Physician,11,4.9,417
5060,Dr. Priya Shinde,Ulhasnagar,Cold,General Physician,4,4.8,1337
5061,Dr. Pooja Kulkarni,Ulhasnagar,COVID-19,Pulmonologist,31,4.1,1354
5062,Dr. Amit Patil,Ulhasnagar,COVID-19,Pulmonologist,17,3.7,571
5063,Dr. Amit Kulkarni,Ulhasnagar,COVID-19,Pulmonologist,11,4.1,834
5064,Dr. Rahul Patil,Ulhasnagar,COVID-19,Pulmonologist,35,3.7,774
5065,Dr. Rahul Sharma,Ulhasnagar,COVID-19,Pulmonologist,3,4.5,646
5066,Dr. Anil Sharma,Ulhasnagar,COVID-19,Pulmonologist,19,4.6,1041
5067,Dr. Rohit Joshi,Ulhasnagar,COVID-19,Pulmonologist,14,3.5,877
5068,Dr. Anil Kulkarni,Ulhasnagar,COVID-19,Pulmonologist,13,3.6,1276
5069,Dr. Sneha Kulkarni,Ulhasnagar,COVID-19,Pulmonologist,25,4.0,645
5070,Dr. Kiran Kulkarni,Ulhasnagar,COVID-19,Pulmonologist,10,4.6,1370
5071,Dr. Vikas Gupta,Ulhasnagar,Malaria,Infectious Disease,10,4.2,299
5072,Dr. Rohit Deshmukh,Ulhasnagar,Malaria,Infectious Disease,32,3.6,237
5073,Dr. Priya Jadhav,Ulhasnagar,Malaria,Infectious Disease,11,3.5,1336
5074,Dr. Neha Sharma,Ulhasnagar,Malaria,Infectious Disease,15,4.8,976
5075,Dr. Sneha Sharma,Ulhasnagar,Malaria,Infectious Disease,6,3.6,472
5076,Dr. Kiran Gupta,Ulhasnagar,Malaria,Infectious Disease,15,4.1,277
5077,Dr. Kiran Joshi,Ulhasnagar,Malaria,Infectious Disease,20,4.9,1063
5078,Dr. Priya Patil,Ulhasnagar,Malaria,Infectious Disease,32,4.8,1168
5079,Dr. Rohit Joshi,Ulhasnagar,Malaria,Infectious Disease,18,4.1,880
5080,Dr. Rahul Patil,Ulhasnagar,Malaria,Infectious Disease,12,3.9,997
5081,Dr. Rahul Patil,Ulhasnagar,Dengue,Infectious Disease,13,3.5,1117
5082,Dr. Rohit Patil,Ulhasnagar,Dengue,Infectious Disease,34,4.1,1491
5083,Dr. Sneha Shinde,Ulhasnagar,Dengue,Infectious Disease,18,3.8,951
5084,Dr. Neha Jadhav,Ulhasnagar,Dengue,Infectious Disease,23,3.6,959
5085,Dr. Kiran Joshi,Ulhasnagar,Dengue,Infectious Disease,5,4.0,1300
5086,Dr. Neha Shinde,Ulhasnagar,Dengue,Infectious Disease,13,3.8,807
5087,Dr. Priya Joshi,Ulhasnagar,Dengue,Infectious Disease,11,3.7,1374
5088,Dr. Sneha Shinde,Ulhasnagar,Dengue,Infectious Disease,29,4.1,457
5089,Dr. Kiran Patil,Ulhasnagar,Dengue,Infectious Disease,34,4.7,1287
5090,Dr. Amit Shinde,Ulhasnagar,Dengue,Infectious Disease,33,4.6,281
5091,Dr. Anil Patil,Ulhasnagar,Typhoid,General Physician,3,4.6,1341
5092,Dr. Priya Shinde,Ulhasnagar,Typhoid,General Physician,4,5.0,253
5093,Dr. Vikas Patil,Ulhasnagar,Typhoid,General Physician,31,3.9,338
5094,Dr. Rohit Shinde,Ulhasnagar,Typhoid,General Physician,14,4.4,1478
5095,Dr. Amit Kulkarni,Ulhasnagar,Typhoid,General Physician,10,4.5,882
5096,Dr. Anil Patil,Ulhasnagar,Typhoid,General Physician,35,5.0,926
5097,Dr. Kiran Sharma,Ulhasnagar,Typhoid,General Physician,6,4.2,273
5098,Dr. Rohit Kulkarni,Ulhasnagar,Typhoid,General Physician,22,3.6,231
5099,Dr. Anil Patil,Ulhasnagar,Typhoid,General Physician,5,3.9,648
5100,Dr. Pooja Gupta,Ulhasnagar,Typhoid,General Physician,19,4.1,1162
5101,Dr. Kiran Kulkarni,Ulhasnagar,Asthma,Pulmonologist,5,3.9,860
5102,Dr. Neha Sharma,Ulhasnagar,Asthma,Pulmonologist,16,3.6,752
5103,Dr. Rohit Sharma,Ulhasnagar,Asthma,Pulmonologist,24,4.9,1182
5104,Dr. Sneha Jadhav,Ulhasnagar,Asthma,Pulmonologist,27,3.8,543
5105,Dr. Rohit Sharma,Ulhasnagar,Asthma,Pulmonologist,16,4.2,1196
5106,Dr. Neha Patil,Ulhasnagar,Asthma,Pulmonologist,5,4.1,644
5107,Dr. Amit Kulkarni,Ulhasnagar,Asthma,Pulmonologist,32,3.8,337
5108,Dr. Amit Gupta,Ulhasnagar,Asthma,Pulmonologist,15,4.0,1193
5109,Dr. Pooja Gupta,Ulhasnagar,Asthma,Pulmonologist,2,4.1,428
5110,Dr. Vikas Joshi,Ulhasnagar,Asthma,Pulmonologist,2,4.1,1358
5111,Dr. Kiran Patil,Ulhasnagar,Diabetes,Endocrinologist,33,3.6,414
5112,Dr. Neha Jadhav,Ulhasnagar,Diabetes,Endocrinologist,21,5.0,1101
5113,Dr. Amit Kulkarni,Ulhasnagar,Diabetes,Endocrinologist,7,4.0,892
5114,Dr. Kiran Deshmukh,Ulhasnagar,Diabetes,Endocrinologist,14,4.0,1343
5115,Dr. Sneha Jadhav,Ulhasnagar,Diabetes,Endocrinologist,30,4.6,1348
5116,Dr. Neha Kulkarni,Ulhasnagar,Diabetes,Endocrinologist,9,4.1,231
5117,Dr. Rohit Kulkarni,Ulhasnagar,Diabetes,Endocrinologist,25,4.9,575
5118,Dr. Rahul Gupta,Ulhasnagar,Diabetes,Endocrinologist,30,3.6,629
5119,Dr. Rohit Deshmukh,Ulhasnagar,Diabetes,Endocrinologist,33,3.6,440
5120,Dr. Pooja Patil,Ulhasnagar,Diabetes,Endocrinologist,13,3.9,769
5121,Dr. Priya Sharma,Ulhasnagar,Migraine,Neurologist,18,4.3,1104
5122,Dr. Neha Patil,Ulhasnagar,Migraine,Neurologist,18,4.4,1227
5123,Dr. Pooja Deshmukh,Ulhasnagar,Migraine,Neurologist,1,4.4,640
5124,Dr. Rahul Deshmukh,Ulhasnagar,Migraine,Neurologist,2,3.7,716
5125,Dr. Vikas Kulkarni,Ulhasnagar,Migraine,Neurologist,30,5.0,250
5126,Dr. Rohit Shinde,Ulhasnagar,Migraine,Neurologist,11,4.6,789
5127,Dr. Rohit Jadhav,Ulhasnagar,Migraine,Neurologist,11,3.9,399
5128,Dr. Priya Sharma,Ulhasnagar,Migraine,Neurologist,27,4.5,1269
5129,Dr. Sneha Sharma,Ulhasnagar,Migraine,Neurologist,12,4.7,1259
5130,Dr. Kiran Jadhav,Ulhasnagar,Migraine,Neurologist,20,4.2,934
5131,Dr. Rahul Sharma,Ulhasnagar,Food Poisoning,Gastroenterologist,23,4.6,1413
5132,Dr. Kiran Kulkarni,Ulhasnagar,Food Poisoning,Gastroenterologist,9,4.5,906
5133,Dr. Kiran Gupta,Ulhasnagar,Food Poisoning,Gastroenterologist,27,3.8,814
5134,Dr. Anil Patil,Ulhasnagar,Food Poisoning,Gastroenterologist,5,3.5,1230
5135,Dr. Pooja Joshi,Ulhasnagar,Food Poisoning,Gastroenterologist,7,4.0,955
5136,Dr. Amit Patil,Ulhasnagar,Food Poisoning,Gastroenterologist,1,4.6,432
5137,Dr. Rahul Sharma,Ulhasnagar,Food Poisoning,Gastroenterologist,21,4.6,459
5138,Dr. Kiran Gupta,Ulhasnagar,Food Poisoning,Gastroenterologist,27,4.7,847
5139,Dr. Sneha Jadhav,Ulhasnagar,Food Poisoning,Gastroenterologist,26,4.8,773
5140,Dr. Vikas Joshi,Ulhasnagar,Food Poisoning,Gastroenterologist,30,4.4,565
5141,Dr. Pooja Shinde,Ulhasnagar,Jaundice,Hepatologist,5,4.2,823
5142,Dr. Rohit Deshmukh,Ulhasnagar,Jaundice,Hepatologist,2,4.0,353
5143,Dr. Anil Shinde,Ulhasnagar,Jaundice,Hepatologist,24,4.7,290
5144,Dr. Anil Joshi,Ulhasnagar,Jaundice,Hepatologist,34,3.5,1402
5145,Dr. Priya Sharma,Ulhasnagar,Jaundice,Hepatologist,34,4.0,1229
5146,Dr. Rahul Deshmukh,Ulhasnagar,Jaundice,Hepatologist,8,4.0,1329
5147,Dr. Sneha Jadhav,Ulhasnagar,Jaundice,Hepatologist,24,4.6,1420
5148,Dr. Amit Patil,Ulhasnagar,Jaundice,Hepatologist,26,3.6,1084
5149,Dr. Neha Deshmukh,Ulhasnagar,Jaundice,Hepatologist,8,4.7,512
5150,Dr. Priya Shinde,Ulhasnagar,Jaundice,Hepatologist,4,4.6,532
5151,Dr. Sneha Patil,Ulhasnagar,Chickenpox,Dermatologist,18,4.9,255
5152,Dr. Vikas Gupta,Ulhasnagar,Chickenpox,Dermatologist,19,4.2,1499
5153,Dr. Sneha Gupta,Ulhasnagar,Chickenpox,Dermatologist,5,4.3,355
5154,Dr. Vikas Shinde,Ulhasnagar,Chickenpox,Dermatologist,12,4.9,1112
5155,Dr. Vikas Joshi,Ulhasnagar,Chickenpox,Dermatologist,22,3.8,1127
